Company,Headquarters,Website,Sales Contact,Jet Card Name - Description,Hourly Rate,Peak Hourly Rate
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Super Midsize - 10 hours,"12,700","19,593"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Super Midsize - 25 hours,"12,700","19,593"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Super Midsize - 35 hours,"12,700","19,593"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Super Midsize - 50 hours,"12,700","19,593"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token JT Connect Fast Card - Midsize,"9,400","14,478"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token JT Connect Fast Card - Midsize,"9,400","14,478"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token JT Connect Fast Card - Midsize,"9,400","14,478"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token JT Connect Fast Card - Midsize,"9,400","14,478"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - Midsize - 25 hours,"9,400","14,478"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - Midsize - 35 hours,"9,400","14,478"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - Midsize - 50 hours,"9,400","14,478"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - Light - 10 hours,"8,500","13,220"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - Light - 25 hours,"8,500","13,220"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - Light - 35 hours,"8,500","13,220"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Token - Membership - Light - 50 hours,"8,500","13,220"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Large - 10 hours,"14,500","22,276"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Large - 25 hours,"14,500","22,276"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Large - 35 hours,"14,500","22,276"
Jet Token (JT) ,"Las Vegas, NV",www.lookbookandfly.com / www.jettoken.com,info@jettoken.com,JT - Jet Card - Large - 50 hours,"14,500","22,276"
Jetlogic Ltd (JLL) - program suspended,"Edinburgh, EH3 6QH, Scotland",www.jet-logic.com,jlcharter@jet-logic.com,JLL -  jetlogic jetcard - 15,"5,400","5,400"
Jetlogic Ltd (JLL) - program suspended,"Edinburgh, EH3 6QH, Scotland",www.jet-logic.com,jlcharter@jet-logic.com,JLL -  jetlogic jetcard - 15,"7,000","7,000"
Jetlogic Ltd (JLL) - program suspended,"Edinburgh, EH3 6QH, Scotland",www.jet-logic.com,jlcharter@jet-logic.com,JLL -  jetlogic jetcard - 15,"9,400","9,400"
Jetlogic Ltd (JLL) - program suspended,"Edinburgh, EH3 6QH, Scotland",www.jet-logic.com,jlcharter@jet-logic.com,JLL -  jetlogic jetcard - 15,"11,700","11,700"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
","JET - All-Access Card - $300,000 to $1 million - Midsize Jet","8,790","9,669"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
",JET - Mid Size Jet Card Membership - 25 hours,"9,350","10,285"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
","JET - All-Access Card - $300,000 to $1 million - Light Jet","7,590","8,349"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
",JET - Light Jet Card Membership - 25 hours,"7,990","8,789"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
",JET - Light Jet Card Membership - 50 hours,"7,590","8,349"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
",JET - Mid Size Jet Card Membership - 50 hours,"8,890","9,779"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
","JET - All-Access Card - $300,000 to $1 million - Super Midsize Jet","10,290","11,319"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
",JET - SuperMid Siz Jet Card Membership - 50 hours,"10,290","11,319"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
",JET - SuperMid Siz Jet Card Membership - 25 hours,"10,790","11,869"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
","JET - All-Access Card - $300,000 to $1 million - Large Cabin Jet","13,390","14,729"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
",JET - Heavy Size Jet Card Membership - 50 hours,"13,390","14,729"
JETS.COM (JET) ,"New York, NY",WWW.JETS.COM,"EDGAR@JETS.COM
MANNI@JETS.COM
DKLINGER@JETS.COM
",JET - Heavy Size Jet Card Membership - 25 hours,"13,990","15,389"
JetSet Group (JSG),"New York, NY ",jetsetgrp.com,Steven Orfali,JSG - Diamond Select Light Jet Card - 50 hours,"7,813","11,339"
JetSet Group (JSG),"New York, NY ",jetsetgrp.com,Steven Orfali,JSG - Diamond Premium Light Jet Card - 50 hours,"8,040","11,668"
JetSet Group (JSG),"New York, NY ",jetsetgrp.com,Steven Orfali,JSG - Select Light Jet Card - 25 hours,"7,825","11,356"
JetSet Group (JSG),"New York, NY ",jetsetgrp.com,Steven Orfali,JSG - Premium Light Jet Card - 25 hours,"8,040","11,668"
JetSet Group (JSG),"New York, NY ",jetsetgrp.com,Steven Orfali,JSG - Diamond Select Mid Jet Card - 50 hours,"9,308","13,509"
JetSet Group (JSG),"New York, NY ",jetsetgrp.com,Steven Orfali,JSG - Diamond Premium Mid Jet Card - 50 hours,"9,609","13,946"
JetSet Group (JSG),"New York, NY ",jetsetgrp.com,Steven Orfali,JSG - Select Mid Jet Card - 25 hours,"9,308","13,509"
JetSet Group (JSG),"New York, NY ",jetsetgrp.com,Steven Orfali,JSG - Premium Mid Jet Card - 25 hours,"9,609","13,946"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - Diamond Select Supermid Card - 50 hours,"11,050","16,036"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - Select Supermid Card - 25 hours,"11,050","16,036"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - Diamond Premium Super Mid Card - 50 hours,"12,125","17,596"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - Premium Super Mid Card - 25 hours,"12,125","17,596"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - Diamond Select Heavy Jet Card - 50 hours,"13,737","19,937"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - Select Heavy Jet Card - 25 hours,"13,737","19,937"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - Premium Heavy Jet Card - 25 hours,"14,812","21,497"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - Diamond Premium Heavy Jet Card - 50 hours,"14,812","21,497"
JetSet Group (JSG),"New York, NY",jetsetgrp.com,Steven Orfali,JSG - TransContinental Jet Card (US to Europe),"17,700","23,895"
JetTheWorld.com (JTW)                 ,"North Bergen, NJ",www.JetTheWorld.com,Sales@JetTheWorld.com,JTW - Light Jet Program,"7,196","8,122"
JetTheWorld.com (JTW)                 ,"North Bergen, NJ",www.JetTheWorld.com,Sales@JetTheWorld.com,JTW - Mid Jet Program,"8,356","9,432"
JetTheWorld.com (JTW)                 ,"North Bergen, NJ",www.JetTheWorld.com,Sales@JetTheWorld.com,JTW - Super Mid Program,"9,996","11,283"
JetTheWorld.com (JTW)                 ,"North Bergen, NJ",www.JetTheWorld.com,Sales@JetTheWorld.com,JTW - Heavy Jet Program,"13,836","15,617"
Jettly Inc. (JL),"Toronto, Canada",https://jettly.com/jet_card_program,departures@jettly.com,JL - Dynamic,Dynamic Pricing,
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Light,"6,850","7,364"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Midsize,"7,750","8,331"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT- Super Midsize,"9,550","10,266"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Large,"11,950","12,846"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Light,"6,850","7,364"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Midsize,"7,750","8,331"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT- Super Midsize,"9,550","10,266"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Large,"11,950","12,846"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Light,"6,850","7,364"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Midsize,"7,750","8,331"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT- Super Midsize,"9,550","10,266"
Leviate Air Group (LAG),"Dallas, Texas",https://www.leviateair.com/,https://www.leviateair.com/contact/,LAG - FlyNEXT - Large,"11,950","12,846"
LunaJets SA (LJ),Geneva Switzerland,www.lunajets.com,"lunajets@lunajets.com

esegard@lunajets.com",JL - Dynamic,Dynamic Pricing,
Luxury Aircraft Solutions (LAS) - Accepting new customers in JetMembership.com wholesale dynamic pricing; Aviate on hiatus for new members,"Long Island MacArtuhr Airport, NY",www.LuxuryAircraftSolutions.com,Charter@Luxury.Aero,LAS - Aviate Turboprop Card,"4,252","4,252"
Luxury Aircraft Solutions (LAS) - Accepting new customers in JetMembership.com wholesale dynamic pricing; Aviate on hiatus for new members,"Long Island MacArtuhr Airport, NY",www.LuxuryAircraftSolutions.com,Charter@Luxury.Aero,LAS - Aviate Light Jet Card,"5,332","5,332"
Luxury Aircraft Solutions (LAS) - Accepting new customers in JetMembership.com wholesale dynamic pricing; Aviate on hiatus for new members,"Long Island MacArtuhr Airport, NY",www.LuxuryAircraftSolutions.com,Charter@Luxury.Aero,LAS - Aviate Midsize Jet Card,"6,598","6,598"
Luxury Aircraft Solutions (LAS) - Accepting new customers in JetMembership.com wholesale dynamic pricing; Aviate on hiatus for new members,"Long Island MacArtuhr Airport, NY",www.LuxuryAircraftSolutions.com,Charter@Luxury.Aero,LAS - Aviate Super Midsize Jet Card,"8,923","8,923"
Luxury Aircraft Solutions (LAS) - Accepting new customers in JetMembership.com wholesale dynamic pricing; Aviate on hiatus for new members,"Long Island MacArtuhr Airport, NY",www.LuxuryAircraftSolutions.com,Charter@Luxury.Aero,LAS - Aviate Hour Heavy Jet Card,"11,230","11,230"
Magellan Jets (MJ),"Quincy, MA. ",www.magellanjets.com ,JohnA@magellanjets.com,MJ - Super Midsize Access Jet Card w Deicing Insurance - 50,"10,890","13,642"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Explorer Membership - Light - Pay-as-you-go,"6,900","8,600"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Explorer100 Membership - Light  ,"6,900","8,600"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Phenom 300 Jet Card - 25 ,"7,950","9,729"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Phenom 300 Jet Card - 50 ,"7,950","9,729"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Phenom 300 Jet Card - 100 ,"7,950","9,729"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Phenom 300 Jet Card w Deicing Insurance - 25 ,"8,110","9,901"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Phenom 300 Jet Card w Deicing Insurance - 50,"8,110","9,901"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Phenom 300 Jet Card w Deicing Insurance - 100 ,"8,110","9,901"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Explorer Membership - Midsize - Pay-as-you-go ,"8,500","10,750"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Explorer100 Membership - Midsize  ,"8,500","10,750"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Midsize Jet Card - 25 ,"8,750","11,019"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Midsize Jet Card - 50 ,"8,750","11,019"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Midsize Jet Card - 100 ,"8,750","11,019"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Midsize Jet Card w Deicing Insurance - 25 ,"8,850","11,126"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Midsize Jet Card w Deicing Insurance - 50 ,"8,850","11,126"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Midsize Jet Card w Deicing Insurance - 100 -,"8,850","11,126"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Hawker 800 XP Jet Card - 25 ,"9,250","11,556"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Hawker 800 XP Jet Card - 50 ,"9,250","11,556"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Hawker 800 XP Jet Card w Deicing Insurance - 50,"9,250","11,556"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Hawker 800 XP Jet Card - 100 ,"9,250","11,556"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Hawker 800 XP Jet Card w Deicing Insurance - 25 ,"9,350","11,664"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Hawker 800 XP Jet Card w Deicing Insurance - 100 ,"9,350","11,664"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Explorer Membership - Super Midsize - Pay-as-you-go,"10,800","13,545"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Explorer100 Membership - Super Midsize ,"10,800","13,545"
Magellan Jets (MJ),"Quincy, MA. ",www.magellanjets.com ,JohnA@magellanjets.com,MJ - Super Midsize Access Jet Card - 25,"10,750","13,491"
Magellan Jets (MJ),"Quincy, MA. ",www.magellanjets.com ,JohnA@magellanjets.com,MJ - Super Midsize Access Jet Card - 50,"10,750","13,491"
Magellan Jets (MJ),"Quincy, MA. ",www.magellanjets.com ,JohnA@magellanjets.com,MJ - Super Midsize Access Jet Card - 100,"10,750","13,491"
Magellan Jets (MJ),"Quincy, MA. ",www.magellanjets.com ,JohnA@magellanjets.com,MJ - Super Midsize Access Jet Card w Deicing Insurance - 25,"10,890","13,642"
Magellan Jets (MJ),"Quincy, MA. ",www.magellanjets.com ,JohnA@magellanjets.com,MJ - Super Midsize Access Jet Card w Deicing Insurance - 100,"10,890","13,642"
Magellan Jets (MJ),"Quincy, MA. ",www.magellanjets.com ,JohnA@magellanjets.com,MJ - Challenger 300 / 350 Jet Card - 25,"11,950","14,781"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Challenger 300 / 350 Jet Card - 50 ,"11,950","14,781"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Challenger 300 / 350 Jet Card - 100 ,"11,950","14,781"
Magellan Jets (MJ),"Quincy, MA. ",www.magellanjets.com ,JohnA@magellanjets.com,MJ - Challenger 300 / 350 Jet Card w Deicing Insruance - 25,"12,090","14,932"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Challenger 300 / 350 Jet Card w Deicing Insurance - 50 ,"12,090","14,932"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Challenger 300 / 350 Jet Card w Deicing Insurance - 100 ,"12,090","14,932"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Explorer Membership - Large - Pay-as-you-go,"13,200","16,878"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Explorer100 Membership - Large,"13,200","16,878"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Heavy Jet Card - 25,"12,890","16,544"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Heavy Jet Card - 50,"12,890","16,544"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Heavy Jet Card - 100,"12,890","16,544"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Heavy Jet Card w Deicing Insurance - 25,"14,290","18,049"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Heavy Jet Card w Deicing Insurance - 50 ,"14,290","18,049"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - Heavy Jet Card w Deicing Insurance - 100,"14,290","18,049"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - G450 / G550 Jet Card - 25,"14,500","18,275"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - G450 / G550 Jet Card -  50,"14,500","18,275"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - G450 / G550 Jet Card - 100,"14,500","18,275"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - G450 / G550 Jet Card w Deicing Insurance - 25,"14,680","18,469"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - G450 / G550 Jet Card w Deicing Insurance - 50,"14,680","18,469"
Magellan Jets (MJ),"Quincy, MA",www.magellanjets.com,JohnA@magellanjets.com,MJ - G450 / G550 Jet Card w Deicing Insurance - 100,"14,680","18,469"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,"NJ - 25-hour, 5-year lease - Challenger 350","18,047","18,047"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,"NJ - 25-hour, 3-year lease - Challenger 350","18,808","18,808"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,NJ - 25-hour Card - Challenger 350,"20,516","20,516"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,"NJ - 25-hour, 5-year lease - Challenger 650","19,142","19,142"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,"NJ - 25-hour, 3-year lease - Challenger 650","19,967","19,967"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,"NJ - 25-hour, 3-year lease - Citation Sovereign ","14,218","14,218"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,NJ - 25-hour Card - Citation Sovereign ,"15,996","15,996"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,NJ - Corporate Angel 3-year lease - Citation XLS - for flights under 3.5 hours; Super Midsize for flights 3.5 hours +,"13,500","13,500"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,NJ - Corporate Angel Card - Citation XLS - for flights under 3.5 hours; Super Midsize for flights 3.5 hours +,"15,996","15,996"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,"NJ - 25-hour, 3-year lease - Citation XLS/Excel ","11,229","11,229"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,NJ - 25-hour Card - Citation XLS/Excel ,"12,596","12,596"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,NJ - Corporate Angel 3-year lease - Mission Appropriate Midsize or Super Midsize aircraft for flights 3.5 hours or more; XLS for shorter flights,"13,500","13,500"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,NJ - Corporate Angel Card - Mission Appropriate Midsize or Super Midsize aircraft for flights 3.5 hours or more; XLS for shorter flights,"15,996","15,996"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,"NJ - 25-hour, 5-year lease - Phenom 300","9,873","9,873"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,"NJ - 25-hour, 3-year lease - Phenom 300","10,205","10,205"
NetJets (NJ) ,"Columbus, OH",https://www.netjets.com/en-us/marquis-jet-card-program,info@netjets.com,NJ - 25-hour Card - Phenom 300,"11,156","11,156"
NetJets Europe (NJE) ,"Columbus, OH, Lisbon, Portugal",https://www.netjets.com/en-gb/programs?go=private-jet-card,https://www.netjets.com/en-gb/?go=contact,NJE - Inclusive Card - Falcon 2000EX,"17,000",#VALUE!
NetJets Europe (NJE) ,"Columbus, OH, Lisbon, Portugal",https://www.netjets.com/en-gb/programs?go=private-jet-card,https://www.netjets.com/en-gb/?go=contact,NJE - Elite Card - Midsize,"7,960",#VALUE!
NetJets Europe (NJE) ,"Columbus, OH, Lisbon, Portugal",https://www.netjets.com/en-gb/programs?go=private-jet-card,https://www.netjets.com/en-gb/?go=contact,NJE - Inclusive Card - Latitude Card,"14,000",#VALUE!
NetJets Europe (NJE) ,"Columbus, OH, Lisbon, Portugal",https://www.netjets.com/en-gb/programs?go=private-jet-card,https://www.netjets.com/en-gb/?go=contact,NJE - Inclusive Card - Challenger 350,"15,900",#VALUE!
NetJets Europe (NJE) ,"Columbus, OH, Lisbon, Portugal",https://www.netjets.com/en-gb/programs?go=private-jet-card,https://www.netjets.com/en-gb/?go=contact,NJE - Inclusive Card - Global 5000,"18,000",#VALUE!
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $500K - P100,"6,376","8,628"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $500K - CJ3,"7,245","9,829"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 60 hours - C300,"13,575","18,518"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 60 hours - Latitude,"11,650","15,833"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 60 hours - P300,"9,079","12,249"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 60 hours - CJ3,"7,521","10,185"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 60 hours - P100,"6,610","8,929"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $500K - P300,"8,849","11,952"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $350K - P100,"6,497","8,784"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $350K - CJ3,"7,503","10,161"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $500K - Latitude,"11,750","15,962"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $500K - C300,"13,780","18,782"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $350K - P300,"9,257","12,478"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 30 hours - C300,"13,880","18,911"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 30 hours - Latitude,"11,945","16,214"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 30 hours - P300,"9,418","12,686"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 30 hours - CJ3,"7,751","10,481"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Blue Card - 30 hours - P100,"6,785","9,155"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $350K - Latitude,"11,985","16,266"
Nicholas Air (NA),"Columbus, MS",www.Nicholasair.com,sales@nicholasair.com,NA - Rise Card - $200K - P100,"6,727","9,080"
